title,text
tephen-Moore_s-Unpaid.docx,"President Donald Trump’s controversial pick to fill an open seat on the Federal Reserve Board, Heritage Foundation fellow Stephen Moore, reportedly owes more than $75,000 in taxes and penalties to the US government.





After the Guardian first broke news of the tax lien against Moore in Montgomery County, Maryland, his wife, Anne Carey, told Bloomberg the unpaid sum stemmed from a mistake Moore made when filing his 2014 taxes. Carey said “it was not an attempt at defrauding the US government” and added that she and Moore were working to resolve the matter as quickly as possible.



Be that as it may, the news is the latest illustration of how Trump — who promised he’d “surround myself only with the best and most serious people” during his campaign — isn’t living up to that ideal in office.



When Trump announced Moore’s nomination to the Fed last week, Bloomberg’s Jennifer Jacobs reported that a shockingly small amount of deliberation went into the choice. Trump reportedly decided on Moore after his chief economic adviser Larry Kudlow showed him over lunch an op-ed Moore co-wrote for the Wall Street Journal that argues the Reserve’s policies are hurting economic growth — a position that accords with Trump’s belief that the Fed’s gradual interest rate hikes are to blame for tamping down economic growth.



RELATED



Stephen Moore, the Trump loyalist nominated to the Fed, explained

Moore’s case rested on a false premise about deflation: He inaccurately claimed the economy is experiencing it, and recommended interest rate cuts as a way to address the fake problem. But Trump was reportedly so impressed with the piece that he ended up calling Moore and asking him if he’d be interested in a position on the board responsible for determining US monetary policy.



As Vox detailed last week, critics say that Moore — who as a CNN contributor established a reputation for defending Trump on any and all topics — is a staunch partisan who is unqualified to serve on the Fed. Though some Republicans have already expressed support for his nomination, his prospects of being confirmed in the Senate are uncertain.





More bad news about Moore breaking just days after his nomination isn’t likely to help his case. The chain of events is reminiscent of what happened about a year ago with Ronny Jackson, Trump’s former White House physician and onetime choice to lead the Department of Veterans Affairs. Shortly after Trump announced Jackson as his pick to lead the VA, reports emerged about him drinking on the job and mistreating staff. Jackson’s nomination was eventually pulled. More recently, in February, Trump’s pick for UN ambassador, Heather Nauert, withdrew from consideration for the job amid reports she employed a nanny who was in the country legally but didn’t have a proper work permit.



In both instances, embarrassing news cycles could’ve been avoided had the Trump administration done a better job vetting people before nominating them to high-profile positions."
ER_Doc1_Trump Administration-Trade Wars-Political Tool.docx,"Weapons of mass disruption

America is deploying a new economic arsenal to assert its power. That is counterproductive and dangerous



WHEN DONALD TRUMP arrived in the Oval Office he promised to restore America’s might. His method has turned out to be a wholesale weaponisation of economic tools. The world can now see the awesome force that a superpower can project when it is unconstrained by rules or allies. On May 30th the president threatened crippling tariffs on Mexico after a row over migration. Markets reeled, and a Mexican delegation rushed to Washington to sue for peace. A day later preferential trading rules for India were cancelled. Its usually macho government did not put up a fight and promised to preserve “strong ties”. China faces a ratcheting up of tariffs soon, and its tech giant, Huawei, has been severed from its American suppliers. The country’s autocratic leaders are enraged, but on June 2nd they insisted they still seek “dialogue and consultation”. A tighter embargo on Iran, imposed over European objections, is strangling its economy.



President Trump must view this scene with satisfaction. Nobody takes America for granted any more. Enemies and friends know that it is prepared to unleash an economic arsenal to protect its national interest. America is deploying new tactics—poker-style brinkmanship—and new weapons that exploit its role as the nerve centre of the global economy to block the free flow of goods, data, ideas and money across borders. This pumped-up vision of a 21st-century superpower may be seductive for some. But it could spark a crisis, and it is eroding America’s most valuable asset—its legitimacy.



You might think that America’s clout comes from its 11 aircraft-carriers, 6,500 nuclear warheads or its anchor role in the IMF. But it is also the central node in the network that underpins globalisation. This mesh of firms, ideas and standards reflects and magnifies American prowess. Though it includes goods traded through supply chains, it is mainly intangible. America controls or hosts over 50% of the world’s cross-border bandwidth, venture capital, phone-operating systems, top universities and fund-management assets. Some 88% of currency trades use greenbacks. Across the planet it is normal to use a Visa card, invoice exports in dollars, sleep beside a device with a Qualcomm chip, watch Netflix and work for a firm that BlackRock invests in.



Foreigners accept all this because, on balance, it makes them better off. They may not set the rules of the game, but they get access to American markets and fair treatment alongside American firms. Globalisation and technology have made the network more powerful although America’s share of world GDP has fallen, from 38% in 1969 to 24% now. China cannot yet compete, even though its economy is approaching America’s in size.



Despite this, Mr Trump and his advisers are convinced that the world order is rigged against America, pointing to its rust-belt and its trade deficit. And rather than mimic the relatively restrained tactics of the last trade conflict, with Japan in the 1980s, they have redefined how economic nationalism works."
JMF_Doc2_McCarthy-calls-Pelosi.docx,"House Minority Leader Kevin McCarthy, R-Calif., sent a letter on Thursday to House Speaker Nancy Pelosi, D-Calif., calling on her to suspend the impeachment inquiry into President Trump until “equitable rules and procedures” are set up.

Coming amid concerns by GOP lawmakers that they will be sidelined or shut out of the impeachment inquiry into Trump, McCarthy criticized Pelosi for the “swiftness and recklessness” which House committee chairs have proceeded with the impeachment inquiry and pleaded with the House speaker to ensure Republican participation in the proceedings.

“Unfortunately, you have given no clear indication as to how your impeachment inquiry will proceed – including whether key historical precedents or basic standards of due process will be observed,” McCarthy said in his letter. “In addition, the swiftness and recklessness with which you have proceeded has already resulted in committee chairs attempting to limit minority participation in scheduled interviews, calling into question the integrity of such an inquiry.”

Hours after McCarthy's letter was posted, Pelosi responded with her own note suggesting Democrats would not be hitting pause anytime soon. She wrote that ""existing rules of the House provide House Committees with full authority to conduct investigations for all matters under their jurisdiction.""

Pelosi added: ""We hope you and other Republicans share our commitment to following the facts, upholding the Constitution, protecting our national security, and defending the integrity of our elections at such a serious moment in our nation’s history.""

McCarthy’s complaint about limiting Republican participation is a reference to reports that House Intelligence Committee Chairman Adam Schiff, D-Calif., was limiting Republicans' ability to ask questions during Thursday’s testimony by former U.S. envoy for Ukraine Kurt Volker.

In his letter to Pelosi, McCarthy asked a number of questions, including whether Pelosi plans to hold a full House vote on authorizing the impeachment inquiry, whether she plans to grant subpoena powers to both the committee chairs and the ranking members, and whether she’ll allow Trump’s lawyers to attend the hearings.

After concerns were first raised about an ""equal playing field"" during the Volker session, Fox News is told Democrats made concessions and agreed to equal representation from Democratic and Republican counsels in the room. However, even though there are representatives from the Intelligence, Oversight and Foreign Affairs Committees, only the Intelligence Committee can ask questions.

Volker – who resigned from his post last week -- testified Thursday in a closed-door interview about an anonymous whistleblower’s complaint about a July 25 phone call in which Trump asked Ukrainian president Volodymyr Zelensky to investigate Democratic presidential candidate Joe Biden’s family’s dealings in the country.

Volker was expected to voluntarily give a transcribed interview before the Schiff-led Intelligence Committee as part of its impeachment inquiry into whether Trump abused his authority by asking Ukraine’s president to investigate Biden, a leading candidate for the Democratic Party's 2020 presidential nomination. Trump is being investigated amid claims that he threatened to withhold $400 million in military aid unless Ukraine investigated Biden, his son Hunter, and their business dealings in the country."
The US is attacking Huawei and China — without its own 5G strategy.docx,"The United States and China are racing to build out high-speed 5G networks, and President Donald Trump doesn’t want America to come in second place.

Last week, Trump introduced initiatives to speed up the rollout of new wireless networks across the U.S., saying “the race to 5G is a race America must win.” But experts say the U.S. still lacks a clear 5G strategy that goes beyond attacking Huawei, a Chinese tech giant and the world’s biggest supplier of telecommunications equipment.

“I think they’ve been rather leaden-footed in the way they’ve responded,” Nigel Inkster, a former British intelligence official and senior advisor at the International Institute for Strategic Studies, told CNBC’s Beyond the Valley. “Firstly by lacking an explicit, government-articulated strategy in relation to 5G which is only now starting to emerge, but also in arguing or shaping the challenge from China and from Huawei solely as an espionage issue.”

 

5G is designed to bring faster speeds and lower lag times than previous wireless networks like 4G and 3G. While much has been said about how the networks will give consumers faster downloads of videos or games, 5G is perhaps more importantly a potential game-changer for functions such as driverless cars or remote surgery that require quick, reliable internet connections.

In his speech last week, Trump emphasized that the private sector needs to lead the way in building 5G networks across the United States. Mobile operators including Verizon and AT&T have started rolling out the networks in select cities, with limited success so far. China, meanwhile, has taken a centralized approach to 5G, pumping investments into the technology as a government initiative.

  

U.S. officials say Chinese companies like Huawei should not allowed to build out the critical infrastructure, such as radio networking equipment and software, that will enable 5G. They warn that Huawei equipment could create a backdoor for the Chinese government to spy on American networks — a claim the company has repeatedly denied.

Intelligence experts have been skeptical about Huawei’s assurances that it isn’t a security risk, pointing to Chinese laws that appear to require domestic companies to assist the government in intelligence gathering when the communist party in Beijing requests it.

“The simple fact is, irrespective about the laws on espionage or anything else ... the actual reality is that in China, if the party wants something, they’re going to get it,” Inkster said.

 



5G is a centerpiece of China’s ambition to lead technology for the globe, according to Anthony Glees, director of the Centre for Security and Intelligence Studies at the University of Buckingham. He said China has the ability to “weaponize” technology like 5G.

“They seek to maximize the opportunities they have for extending their influence in the world and underpinning their global position and power,” he said in a phone interview on Thursday.

The U.S. has responded with an aggressive campaign to block Huawei in its own borders and to lobby traditional allies against it, too. Australia banned Huawei’s 5G equipment, Japan effectively did the same, and countries in Europe are assessing possible security threats.

Regardless, China is off to a strong start in the 5G race."
AMB_Doc1_Trump_Has_Confirmed.docx,"Trump Has Confirmed 150 Lifetime Federal Judges. That’s A Lot.

Democrats say they really only have one option for stopping more unqualified nominees: winning back the Senate in 2020.

WASHINGTON ― President Donald Trump has been bragging about all the lifetime federal judges he’s gotten confirmed so far. He should! It’s a lot.

Look at where Presidents Barack Obama and George W. Bush were at this point in their terms. Obama hadn’t confirmed nearly as many appeals court or district court judges. Bush had confirmed more district court judges by now, but Trump is way ahead of everyone on appeals court judges ― the people who have the final say in nearly all federal appeals cases around the country. Appeals courts resolve about 50,000 appeals cases per year; the Supreme Court resolves about 100.

Trump’s White House and Senate Republicans made a big push right out of the gate to confirm as many appeals court judges as possible precisely because of the concentrated power that rests with their courts. As a result, nearly 1 in every 4 seats on U.S. appeals courts is now filled by a judge appointed by Trump.

The quantity of Trump’s judges is almost as dramatic as the quality. Republicans have been confirming piles of unqualified and ideologically extreme people to lifetime court seats, many of whom have records of being anti-abortion, anti-LGBTQ rights and anti-voting rights. In the meantime, Senate Majority Leader Mitch McConnell (R-Ky.) keeps stripping away the few tools typically afforded to the minority, essentially shutting Democrats out of the process.

Since Trump took office, McConnell has blown up the Senate rules so Republicans could easily confirm the president’s Supreme Court picks. He forced another change in the rules to drastically reduce the amount of debate time for Trump’s district court picks. He’s routinely broken from Senate tradition by advancing judicial nominees over the objections of that nominee’s home-state senators.

And under his leadership, the GOP-led Judiciary Committee has stopped honoring “blue slips,” which means senators can no longer single-handedly block judicial nominees from their home states ― something Republicans did all the time when Obama was president.

So where does this leave Democrats? Surely there’s something these United States senators can do to prevent the president from putting problematic, out-of-the-mainstream people all over the nation’s courts.

Or ... not.

“We welcome any additional ideas,” said Sen. Chris Van Hollen (D-Md.). “But we have to win. We have to win the Senate. This just highlights the loss in costs of not having the votes here.”

“We’re doing everything we can,” said Sen. Debbie Stabenow (D-Mich.). “If you care about the courts in our country and due process and justice, I’m hopeful we’ll have a different majority in January of 2021.”

 “Sen. Merkley and I have laid out for the Senate a pretty good example of how you stop extreme nominees,” Wyden said. “Do your homework. Get the facts out. And make sure your colleagues get to see it in time.”"
Republican Senators Discuss Including DACA in Wall Negotiationsgovernment.docx,"With Donald Trump working to keep his party unified in the government shutdown battle, some Senate Republicans have begun discussing expanding negotiations over the wall to include additional immigration issues, such as relief for DACA, the Deferred Action for Childhood Arrivals program.

The conversation, mostly involving Republicans, picked up steam on Wednesday as the stalemate over the government shutdown and the border wall showed no signs of easing. While the discussions might be aimed at solving a number of long-standing immigration reform issues, they also risk stirring a backlash from conservatives who believe DACA relief to be a form of amnesty, and on the left from those who don't want it used as a negotiating tool.

""There is some discussions about whether a bigger deal could be negotiated that would include money for border security,"" Sen. John Cornyn, R-Texas, said after Trump met with Senate Republicans over lunch in the Capitol on Wednesday.

Sen. Lindsey Graham, R-S.C., has formed a working group of senators to discuss a broader immigration deal. The starting point would be the Bridge Act, which provides legal work permits for people eligible for DACA relief in exchange for $25 billion for the wall.

Graham hosted the first meeting in his office Wednesday afternoon. Attendees included those who have expressed unease over the shutdown, including Sens. Lisa Murkowski of Alaska, Thom Tillis of North Carolina, Susan Collins of Maine, Rob Portman of Ohio and Lamar Alexander of Tennessee. Trump’s son-in-law, Jared Kushner, who has stepped into a leading White House role on the shut down, is also in attendance.

No Democrats joined the meeting but Sen. Joe Manchin, D-W.Va., met with Graham privately. Manchin said Graham presented some ideas to move the negotiations forward.

One Republican senator said that after a conversation with the president at the White House, the president appeared open to including DACA in wall negotiations to reopen the government. The senator, who didn't want to be identified because they are relaying private conversations, said they spoke to Trump's chief of staff Mick Mulvaney about including the issue of Temporary Protected Status. The Trump administration has ended TPS, or legal status, for at least 200,000 Central Americans and Haitians.

But Democrats have indicated that they don't want to bring DACA into discussions, in part, because they don't trust the president in negotiations.

During a previous negotiation on immigration, Senate Minority Leader Chuck Schumer said negotiating with Trump is like ""negotiating with Jell-O"" because after what appears to be a tentative agreement the president has backtracked. ""If he has trouble with this, imagine how much trouble he'll have with a bigger solution,"" Schumer said Wednesday about the prospect of broadening out the negotiations.

And the right is likely to immediately oppose a deal that includes DACA. Last week, conservative commentator Ann Coulter tweeted that ""NOTHING could be worse than another amnesty."""
China-Suggests-Trade.docx,"China Suggests a Trade Compromise With the Trump Administration

By Keith Bradsher and Ana Swanson

March 9, 2019

BEIJING — A senior Chinese trade official called on Saturday for a compromise between the United States and China that could make a trade deal easier to reach this spring. But it could also lead to a more fragile agreement, which could fall apart quickly should trade frictions rise again.

Over the past year, the most contentious issue in the countries’ trade talks has been the Trump administration’s demand for what it calls an enforcement provision, which would allow the United States to monitor China’s behavior and put penalties in place if the Chinese violated the deal.

The Trump administration has pressed China to accept an agreement allowing the United States to unilaterally reimpose tariffs if it concludes that China has not gone through with structural changes to its economy. In the past month, the administration has also pushed for a broader enforcement mechanism, which would include the right to reimpose tariffs for any category of goods in which imports from China surge.

In exchange, the Trump administration would roll back at least some of the tariffs it placed on $250 billion of imports from China that it imposed last year, penalties that have strained ties between the governments, rocked financial markets and thrown the future of companies that operate in both countries in doubt.

Chinese officials have strongly resisted the idea of an enforcement provision. They worry that the Trump administration, or future ones, could invoke it at any time to restart trade frictions.

But Wang Shouwen, China’s vice minister of commerce for international trade negotiations, raised a possible compromise at a news conference in Beijing on Saturday morning. He said China would be amenable to an agreement that gave each side an equal right to take trade actions.

Fair and equal is China’s preferred term for an enforcement mechanism. He spoke at an annual news conference given by the Chinese Commerce Ministry’s top officials, in conjunction with the 11-day session of the country’s rubber-stamp legislature, the National People’s Congress.

While the Trump administration wants the right to reimpose tariffs unilaterally, China’s Commerce Ministry has favored creating a lengthy process of bilateral consultations if either side has a grievance.

In testimony before Congress on Feb. 27, Robert Lighthizer, Mr. Trump’s top trade negotiator, outlined a possible method for enforcing the deal under which the two sides would hold a regular series of meetings at multiple levels of government, and, if China violated the agreement, American tariffs would spring back into force.

The details of that proposal aren’t fully clear. But some American businesses are wary of a deal that would only allow them to air complaints through the government. They said such an arrangement could be time-consuming and ultimately lack the capacity to address many of the problems faced by American companies operating in China.

American businesses also contend that having the main penalty for violating the agreement be the reimposition of tariffs risks creating lasting uncertainty. The companies are now weighing whether to continue to invest in China or whether the prospect of additional levies would make it less risky to move operations abroad.

As long as the threat of tariffs looms, the United States and China could resolve their differences in the coming months, only to find themselves back in a similar stalemate next year. Mr. Wang said there had been progress during trade talks last month in Washington — and at least one moment of harmony. 

“They were both drinking water, they wanted to find common ground,” he said."
Rrade-Truce-Impact.docx,"A China-U.S. Trade Truce Could Enshrine a Global Economic Shift

Author: Keith Bradsher

Publication Date: June 29, 2019

OSAKA, Japan — The spin from President Trump and China’s propaganda machines on Saturday portrayed a truce in a trade war that has shaken economies and markets around the world. Tariffs won’t rise further, at least not yet. And the United States will loosen its potentially devastating punishments against Huawei, China’s most successful multinational company.

Yet the outlines of the tentative peace accord President Trump reached on Saturday with his Chinese counterpart, Xi Jinping, could further cement a broad reshuffling of the global economic order that undermines China’s decades-long role as the world’s factory floor.

The details of the discussions between Mr. Trump and Mr. Xi on the sidelines of the Group of 20 summit in Osaka, Japan, still are not clear. The two sides have agreed to resume talks, but the ultimate results are not guaranteed. Their differences could still derail a fragile peace in an economic conflict that has thrown a shadowover the outlook for global growth.

Even a fragile truce could have lingering implications. The United States would keep in place broad tariffs on Chinese goods for months or perhaps years to come. Global companies would almost certainly respond by continuing to shift at least the final stages of their supply chains out of China.

 “As long as the threat is out there, there are risks in depending on these long supply chains,” said Jacques deLisle, director of the Center for the Study of Contemporary China at the University of Pennsylvania. “Businesses don’t like uncertainty, and this prolongs the uncertainty.”

In that regard, the results of the Osaka talks are similar to those when Mr. Trump and Mr. Xi met in Buenos Aires on Dec. 1, resulting in a truce that left in place higher American tariffs on Chinese-made goods. That truce lasted until May, when the Trump administration accused China of backtracking on a partially completed agreement that would have replaced tariffs with broad structural changes in the Chinese economy.

Leaving tariffs in place for the indefinite future has long been seen as the second-best solution by both sides. The Americans want fundamental economic policy changes in China, where the government heavily subsidizes local rivals to American companies.

Beijing officials want the tariffs dropped entirely. But they refuse to overhaul an economic model based on industrial subsidies and state-owned enterprises that they see as successful in lifting hundreds of millions of people out of poverty over the past four decades.

For China, the Osaka talks represent a short-term success. Mr. Trump postponed new tariffs on roughly $300 billion a year in Chinese goods that he had threatened to impose at some unspecified date if Beijing did not come back to the negotiating table. He also said he would weaken limits his administration had imposed on the American technology that Huawei could use, without offering specifics. Those limits cut off the Chinese telecom equipment giant from the semiconductors and other technologies it needs, a shopping list that the company has said totals $11 billion annually.

Perhaps most important, China has persuaded the United States to return to the bargaining table without agreeing to any of the legislative changes that the Trump administration saw as essential, but which Beijing regarded as an affront."
CBW_Doc1_Buttigieg-Trump-Administration.docx,"Buttigieg: Trump administration's China tariffs 'a fool's errand'

President Donald Trump is on a ""fool's errand"" with his ongoing trade war with China, Democratic presidential candidate Pete Buttigieg said Sunday.

CNN's Jake Tapper asked the South Bend, Indiana, mayor on ""State of the Union"" in an exclusive interview why he thinks China would strike a trade deal with him if, as president, he were to ease Trump's pressure and end the President's tariffs imposed on Chinese goods. The US, Buttigieg said, has ""a lot of different forms of leverage in the relationship.""

""But it's also a fool's errand to think you will be able to get China to change the fundamentals of their economic model by poking them in the eye with some tariffs,"" he said.



Buttigieg's comments come as fears of a recession in the US grow, with critics of the President's economic policies pointing to Trump's trade war with China as a contributing factor in the potential economic slowdown.Last week, the Trump administration -- in its latest turnaround on trade -- said it would delay new tariffs on Chinese-made consumer goods including cell phones, toys and video game consoles until December 15.

Last year, Trump imposed tariffs on about $250 billion in Chinese-made goods, targeting industrial materials and components. Earlier this month, he said he would add a 10% tariff on an additional $300 billion of Chinese-made products on September 1, which would effectively put a tax on all Chinese goods coming into the United States.

Trump tweeted Sunday afternoon about negotiating trade deals with China, writing the country is ""Poised for big growth after trade deals are completed.""

""Import prices down, China eating Tariffs. Helping targeted Farmers from big Tariff money coming in,"" Trump wrote.

Buttigieg, in his interview Sunday, expressed concern for American farmers, who he said were getting ""killed"" by Trump's trade war. Farmers have been among some of the hardest hit by China's retaliatory tariffs, which were put on a range of commodities including soybeans, corn and wheat.

""I was just in Iowa, in rural parts of the state, talking with a lot of farmers who -- many of whom are Republicans or supported this President and are now asking the question, 'How much longer are we supposed to take one for the team?' The President has said repeatedly that he's on the cusp of getting a deal. The President has failed to deliver a deal and I expect he will continue to do so,"" Buttigieg said."
Shutdown.docx,"WASHINGTON — The partial government shutdown is inflicting far greater damage on the United States economy than previously estimated, the White House acknowledged on Tuesday, as President Trump’s economists doubled projections of how much economic growth is being lost each week the standoff with Democrats continues.

The revised estimates from the Council of Economic Advisers show that the shutdown, now in its fourth week, is beginning to have real economic consequences. The analysis, and other projections from outside the White House, suggests that the shutdown has already weighed significantly on growth and could ultimately push the United States economy into a contraction.

While Vice President Mike Pence previously played down the shutdown’s effects amid a “roaring” economy, White House officials are now cautioning Mr. Trump about the toll it could take on a sustained economic expansion. Mr. Trump, who has hitched his political success to the economy, also faces other economic headwinds, including slowing global growth, a trade war with China and the waning effects of a $1.5 trillion tax cut.

To blunt the shutdown’s effects, the administration on Tuesday called tens of thousands of employees back to work, without pay, to process tax returns, ensure flight safety and inspect food and drugs. But some people involved in the shutdown discussions in the White House have privately said they anticipate that Mr. Trump will grow anxious about the economic impact in the coming days, accelerating an end to the stalemate. Others close to the president believe Mr. Trump has leverage and are encouraging him to stand by his demands.

For now, the White House shows no signs of being ready to relent, and Kevin Hassett, the chairman of the Council of Economic Advisers, continued to blame Democrats for the economic damage.

“Congress needs to look at the harms that we’re talking about,” Mr. Hassett said, “and address them.”

Mr. Hassett said on Tuesday that the administration now calculates that the shutdown reduces quarterly economic growth by 0.13 percentage points for every week that it lasts — the cumulative effect of lost work from contractors and furloughed federal employees who are not getting paid and who are investing and spending less as a result. That means that the economy has already lost nearly half a percentage point of growth from the four-week shutdown. (Last year, economic growth for the first quarter totaled 2.2 percent.)

 

Kevin Hassett, the chairman of the Council of Economic Advisers, said on Tuesday that one of his furloughed staff members had begun driving for Uber to make ends meet.

 

Mr. Trump has demanded that Democrats, who control the House of Representatives, include $5.7 billion for a border wall in any measure to fund the government. Democrats have refused and, along with some Republicans, have tried to persuade the president to reopen the government and negotiate border security afterward. The House has passed several bills to fund parts of the government, including the Internal Revenue Service, that are not related to border security. Senate Republicans have declined to schedule votes on those bills.

On Tuesday, in an effort to try to splinter the Democrats’ opposition, the White House invited several House Democrats from districts Mr. Trump won to discuss a path forward. None showed up.

The impasse has left 800,000 federal employees furloughed or working without pay, along with throwing thousands of government contractors at least temporarily off the job."
US-China-trade-war-deal-90 per cent complete.docx,"A trade deal between China and the United States is “90 per cent completed”, US Treasury Secretary Steven Mnuchin has said just three days before a high-stakes meeting between the countries’ two top leaders.

In an interview with CNBC on Wednesday, Mnuchin said this week’s Group of 20 summit in Osaka, Japan, where Chinese President Xi Jinping and his US counterpart Donald Trump are expected to meet, would be “a very important G20”.

“We were about 90 per cent of the way there [to a trade deal] and I think there’s a path to complete this,” he said, without specifying the remaining 10 per cent.

“The message we want to hear is that they want to come back to the table and continue because I think there is a good outcome for their economy and the US economy to get balanced trade and to continue to build on this relationship.”

The upbeat assessment is the most positive comment from a senior official directly involved in talks to end a costly trade war between the world’s two largest economies since negotiations broke down early last month.

Also on Wednesday, Bloomberg cited sources saying the US was considering suspending its next round of tariffs on another US$300 billion of Chinese goods. Beijing has insisted that it will not agree to any deal under the threat of tariffs.

But China has largely remained tight-lipped. Before going to Japan, Xi called a meeting on Monday with the other 24 members of the Politburo, the Communist Party’s inner circle.

Other than a terse and heavily scripted report afterwards, there was little information about what the cadres discussed but official media offered some clues.

Immediately after the meeting, Xi arranged a special study session for the Politburo on “remembering the mission and conducting self-revolution”, according to party journal Qiushi.

“Self-revolution” is a term often used to refer to the need to overcome petty local interests for the greater good of the party.

Xi warned against “lurking risks” everywhere that could subvert the party’s mission, and stressed the importance of unity around party leadership.

He also called on the senior officials to learn lessons from previous crises in the party.

“Why has our party been able to survive bloodbath after bloodbath, and achieve victory after victory?” Xi said. “It’s because we resolutely marched towards the goal of national rejuvenation and won firm support from the people.”

While these reports made no direct mention of the US, they can be seen as a coded call for other top party leaders to rally behind Xi and give him political support ahead of tense talks with Trump.

The Monday meeting was technically the only opportunity for Xi to gather all top officials – many posted outside Beijing – to discuss key issues and forge consensus.

The South China Morning Post reported earlier that during the previous Politburo meeting in May, Xi canvassed the other Politburo members for their views on the latest US demands. The group had decided to reject some of the demands from Washington that were deemed as challenging the party’s rule in China, leading to the collapse of the trade talks."
Totally-bonkers-Trump.docx,"At the end of a chaotic day punctuated by a failed meeting President Trump and Democratic leaders intended to end the partial government shutdown, the president took to Twitter late Wednesday night to air his well-worn grievances about a familiar adversary — the media.

In tweets and retweets, Trump once again voiced disdain for the ""Mainstream Media,” specifically naming NBC and MSNBC as the source of his ire, while also touting support for himself and his controversial wall ahead of a visit to the southern border Thursday.

The president began by attacking the news outlets for being “dishonest” and describing them as the “Opposition Party working with the Dems” in two tweets shared 10 minutes apart.

He went on to complain about network anchors, claiming they “quickly leaked the contents” of an “OFF THE RECORD luncheon” that occurred before his prime-time address Tuesday. Trump was likely referencing a New York Times story reporting that the president had complained in that meeting that he didn’t want to give the televised speech or go to the border but that aides had talked him into it. “It’s not going to change a damn thing, but I’m still doing it,” the Times reported him saying in the luncheon.

“Who would believe how bad it has gotten with the mainstream media, which has gone totally bonkers!” Trump tweeted.

Trump then proceeded to retweet flattering messages of support that championed the border wall.

The president reposted four tweets from one of his most vocal supporters, Charlie Kirk, founder of Turning Point USA, a pro-Trump organization. Two of Kirk’s tweets advocated the need for the wall, citing misleading statistics about illegal activity happening at the southern border. In another tweet that the president retweeted, Kirk wrote that Trump is “winning this shutdown fight” and urged the president to “stand your ground.”

The retweets also included a tweet from his campaign manager, Brad Parscale, who wrote that he had “just received my newest voter score tracking from my team.""

“@realDonaldTrump has reached his highest national approval rating since I started tracking,” Parscale boasted. “The @TheDemocrats have really made a mistake going with their gut over data.""

Trump capped his late-night flurry of Twitter activity by retweeting conservative commentator Dan Bongino, who had shared a link about a poll purporting to show widespread concern about border security. 

On Tuesday, the president delivered his first prime-time address from the Oval Office in which he gravely informed Americans that his wall is the only solution to the “growing humanitarian and security crisis” at the southern border. But Wednesday, it appeared that his plea did little to sway congressional Democrats who continued to refuse to grant him funding for the wall, prompting the president to storm out of a tense shutdown negotiation meeting. Trump also is beginning to lose support from some members of his own party over his shutdown strategy as eight House Republicans voted in favor of a plan backed by Democrats to reopen the Treasury Department even if border wall funds are not secured, The Washington Post’s Felicia Sonmez and John Wagner reported."
CMC_Doc2_trade_war_global_economy.docx,"Donald Trump’s trade war can’t solve America’s problems, but it is creating plenty for the global economy. Since Donald Trump launched his tariff war, US trade and budget deficits have only grown, and now the US economy is slowing.

It would be better to tame runaway US consumerism and start policy coordination with other major powers to stave off a recession. Deepening political divisions and growing fears pose the biggest challenges for the global economy right now. America’s trade war with China and Britain’s Brexit spat with Europe are doing no favours for global growth just when the world economy needs as much goodwill and positive drive as possible.

US President Donald Trump wants to make America great again but sees globalisation standing in the way. It’s a sobering reminder that the US needs more radical economic restructuring to stay ahead in a fast-changing world. Without a major overhaul, all Trump can do is soften the blow with more tax cuts and increased government spending, placing further strains on the US budget and trade deficits.

Global trade flows are shrinking, US growth is flattening and world recovery prospects have been seriously dimmed. For all of Trump’s ambitions to decouple from China and pull manufacturing jobs back to the US, it’s a lost cause so far. The White House appears out of its depth, lacking the vision and means to mend the US economy over the long term.

The loss of US production capacity overseas is down to lost decades of policy, benign neglect and underinvestment in domestic industrial infrastructure. Trump fears China getting bigger and better as a global manufacturing force but has little idea how to tackle it.

The ideal would be for both sides to patch up their differences, learn to adapt and evolve together. US exports of aircraft, soybeans, autos and microchips are just as vital to China’s economy as China’s exports of smart phones, electrical and household goods are key to the US, the world’s leading consumer market. It’s the embodiment of how the global trading system ought to run successfully under commonly agreed rules and cooperation.

Neither side should rock the boat. It is pointless for Trump to complain about unfair trading practices, claiming currency manipulation foul play or leaning on US companies to withdraw from doing business with China. Decoupling is not going to solve America’s US$400 billion annual trade deficit with China.

By decoupling, Trump would only build bigger trade gaps with competitors elsewhere in Asia and Europe. Trump is already grousing about the euro dropping “like crazy” against the dollar. The US must put its own house in order first.

Until America reins in unfettered consumerism and stops excessive domestic demand leaking overseas, it will continue to aid stronger growth abroad rather than at home. Better balanced domestic reflation is an urgent priority for the US, and for China.

The US and China need to build up their domestic recoveries and sort out their external differences for the world’s sake, and soon."
